,target name,target accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score_2,bias_2,from,to,from_2,to_2,from_3,to_3,acc,description of target,ids
10,sp|Q5HHG4|NMO_STAAC,-,355,MSA_C_1_denoised1_swissprot,-,340,1.2e-168,565.5,1.8,1,1,5e-171,1.3e-168,565.4,1.8,1,340,9,348,9,348,1.00,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1,Q5HHG4
11,sp|Q4L4T4|NMO_STAHJ,-,357,MSA_C_1_denoised1_swissprot,-,340,2e-158,531.8,5.0,1,1,8.9e-161,2.3e-158,531.7,5.0,1,339,9,348,9,349,0.99,Probable nitronate monooxygenase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=SH2032 PE=3 SV=1,Q4L4T4
12,sp|Q49W60|NMO_STAS1,-,355,MSA_C_1_denoised1_swissprot,-,340,1.2e-156,526.0,1.1,1,1,5.2e-159,1.4e-156,525.9,1.1,2,339,10,348,9,349,0.99,Probable nitronate monooxygenase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP1854 PE=3 SV=1,Q49W60
13,sp|D0V3Y4|NMO_PSESP,-,349,MSA_C_1_denoised1_swissprot,-,340,2e-138,466.1,0.1,1,1,8.7e-141,2.3e-138,465.9,0.1,2,339,8,346,7,347,0.99,Nitronate monooxygenase OS=Pseudomonas sp. OX=306 GN=pnoA PE=1 SV=1,D0V3Y4
14,sp|O05413|NMO_BACSU,-,347,MSA_C_1_denoised1_swissprot,-,340,2.1e-136,459.5,0.1,1,1,9e-139,2.4e-136,459.3,0.1,2,339,7,343,6,344,0.98,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1,O05413
15,sp|B2TEK6|NMO_PARPJ,-,366,MSA_C_1_denoised1_swissprot,-,340,1.9e-135,456.3,0.0,1,1,8.3e-138,2.2e-135,456.2,0.0,2,339,13,353,12,354,0.98,Nitronate monooxygenase OS=Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) OX=398527 GN=Bphyt_4144 PE=1 SV=1,B2TEK6
16,sp|Q9HWH9|NMO_PSEAE,-,351,MSA_C_1_denoised1_swissprot,-,340,1.6e-133,450.0,0.0,1,1,6.8e-136,1.8e-133,449.9,0.0,2,339,8,348,7,349,0.98,Nitronate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nmoA PE=1 SV=1,Q9HWH9
17,sp|Q12723|2NPD_CYBMR,-,374,MSA_C_1_denoised1_swissprot,-,340,2.1e-119,403.6,0.0,1,1,9.2e-122,2.4e-119,403.4,0.0,1,339,10,373,10,374,0.95,Nitronate monooxygenase OS=Cyberlindnera mrakii OX=1004253 PE=1 SV=1,Q12723
18,sp|P47177|2NDP_YEAST,-,404,MSA_C_1_denoised1_swissprot,-,340,1.1e-113,384.8,0.0,1,1,4.8e-116,1.3e-113,384.6,0.0,1,339,29,398,29,399,0.95,Putative nitronate monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR149W PE=1 SV=2,P47177
19,sp|O06179|Y1533_MYCTU,-,375,MSA_C_1_denoised1_swissprot,-,340,1.5e-97,331.7,0.0,1,1,6.7e-100,1.8e-97,331.5,0.0,2,339,8,361,7,362,0.96,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1,O06179
20,sp|Q9I4V0|NQRED_PSEAE,-,328,MSA_C_1_denoised1_swissprot,-,340,2.7e-43,153.3,0.4,1,2,2.2e-14,5.7e-12,50.4,0.0,2,69,11,79,10,95,0.87,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1,Q9I4V0
21,sp|Q9I4V0|NQRED_PSEAE,-,328,MSA_C_1_denoised1_swissprot,-,340,2.7e-43,153.3,0.4,2,2,5.2e-30,1.4e-27,101.7,0.1,114,339,93,312,85,313,0.88,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1,Q9I4V0
22,sp|Q01284|2NPD_NEUCR,-,378,MSA_C_1_denoised1_swissprot,-,340,4e-31,113.3,5.2,1,2,0.0021,0.54,14.3,0.2,9,38,33,62,27,83,0.86,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1,Q01284
23,sp|Q01284|2NPD_NEUCR,-,378,MSA_C_1_denoised1_swissprot,-,340,4e-31,113.3,5.2,2,2,9.5e-30,2.5e-27,100.9,1.0,130,339,152,365,149,366,0.86,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1,Q01284
24,sp|Q8KCW4|IMDH_CHLTE,-,494,MSA_C_1_denoised1_swissprot,-,340,5.8e-09,40.5,8.1,1,2,0.00054,0.14,16.2,0.0,3,54,38,88,36,104,0.84,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1,Q8KCW4
25,sp|Q8KCW4|IMDH_CHLTE,-,494,MSA_C_1_denoised1_swissprot,-,340,5.8e-09,40.5,8.1,2,2,3.9e-07,0.0001,26.5,0.2,196,241,329,374,315,381,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1,Q8KCW4
26,sp|Q4VRV8|IMDH_TOXGO,-,551,MSA_C_1_denoised1_swissprot,-,340,8.9e-09,39.9,1.3,1,2,0.001,0.27,15.3,0.0,3,55,47,98,45,124,0.82,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1,Q4VRV8
27,sp|Q4VRV8|IMDH_TOXGO,-,551,MSA_C_1_denoised1_swissprot,-,340,8.9e-09,39.9,1.3,2,2,1.1e-05,0.0028,21.8,1.0,197,241,338,382,267,396,0.83,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1,Q4VRV8
28,sp|Q9HQU4|IMDH_HALSA,-,499,MSA_C_1_denoised1_swissprot,-,340,1e-08,39.7,1.1,1,2,0.0016,0.41,14.7,0.0,3,54,50,100,48,129,0.83,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2,Q9HQU4
29,sp|Q9HQU4|IMDH_HALSA,-,499,MSA_C_1_denoised1_swissprot,-,340,1e-08,39.7,1.1,2,2,2.7e-06,0.00071,23.7,0.4,191,240,328,380,290,438,0.89,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2,Q9HQU4
30,sp|Q9HLK8|IMDH_THEAC,-,485,MSA_C_1_denoised1_swissprot,-,340,1.9e-08,38.8,3.2,1,2,0.0021,0.55,14.2,0.0,3,47,42,86,40,103,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1,Q9HLK8
31,sp|Q9HLK8|IMDH_THEAC,-,485,MSA_C_1_denoised1_swissprot,-,340,1.9e-08,38.8,3.2,2,2,2.2e-06,0.00057,24.1,0.7,187,244,314,371,301,379,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1,Q9HLK8
32,sp|Q9KGN8|IMDH_BACHD,-,485,MSA_C_1_denoised1_swissprot,-,340,4.2e-08,37.6,7.6,1,2,3.3e-07,8.7e-05,26.7,0.0,2,57,39,93,38,118,0.82,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1,Q9KGN8
33,sp|Q9KGN8|IMDH_BACHD,-,485,MSA_C_1_denoised1_swissprot,-,340,4.2e-08,37.6,7.6,2,2,0.0019,0.49,14.4,0.3,202,240,324,371,309,380,0.81,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1,Q9KGN8
34,sp|Q9SA34|IMDH2_ARATH,-,502,MSA_C_1_denoised1_swissprot,-,340,4.2e-08,37.6,1.6,1,2,0.026,6.7,10.7,0.1,5,37,51,83,47,115,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1,Q9SA34
35,sp|Q9SA34|IMDH2_ARATH,-,502,MSA_C_1_denoised1_swissprot,-,340,4.2e-08,37.6,1.6,2,2,5e-07,0.00013,26.2,0.2,192,247,338,393,277,402,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1,Q9SA34
36,sp|O50316|IMDH_CHLP8,-,494,MSA_C_1_denoised1_swissprot,-,340,6.7e-08,37.0,8.6,1,2,0.0026,0.69,13.9,0.1,3,38,38,73,36,99,0.83,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3,O50316
37,sp|O50316|IMDH_CHLP8,-,494,MSA_C_1_denoised1_swissprot,-,340,6.7e-08,37.0,8.6,2,2,3.6e-06,0.00093,23.4,2.9,196,241,329,374,276,381,0.82,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3,O50316
38,sp|P42851|IMDH_PYRFU,-,485,MSA_C_1_denoised1_swissprot,-,340,7.3e-08,36.8,4.0,1,2,0.0004,0.11,16.6,0.0,4,52,45,92,43,103,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1,P42851
39,sp|P42851|IMDH_PYRFU,-,485,MSA_C_1_denoised1_swissprot,-,340,7.3e-08,36.8,4.0,2,2,5.2e-05,0.013,19.5,0.9,186,242,312,368,307,377,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1,P42851
40,sp|Q59011|IMDH_METJA,-,496,MSA_C_1_denoised1_swissprot,-,340,8.1e-08,36.7,9.1,1,2,0.00022,0.059,17.4,0.1,3,53,41,90,39,119,0.86,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1,Q59011
41,sp|Q59011|IMDH_METJA,-,496,MSA_C_1_denoised1_swissprot,-,340,8.1e-08,36.7,9.1,2,2,1.3e-05,0.0034,21.5,4.1,154,240,286,371,260,377,0.72,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1,Q59011
42,sp|B6YWA9|HIS6_THEON,-,252,MSA_C_1_denoised1_swissprot,-,340,8.2e-08,36.7,0.4,1,2,6.7e-05,0.017,19.2,0.0,187,280,59,160,15,180,0.72,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=hisF PE=3 SV=1,B6YWA9
43,sp|B6YWA9|HIS6_THEON,-,252,MSA_C_1_denoised1_swissprot,-,340,8.2e-08,36.7,0.4,2,2,0.0007,0.18,15.8,0.1,191,234,184,227,171,233,0.91,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=hisF PE=3 SV=1,B6YWA9
44,sp|A0B7W4|HIS4_METTP,-,242,MSA_C_1_denoised1_swissprot,-,340,8.3e-08,36.7,1.8,1,2,0.023,6.1,10.8,0.1,194,233,68,107,64,112,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=hisA PE=3 SV=1,A0B7W4
45,sp|A0B7W4|HIS4_METTP,-,242,MSA_C_1_denoised1_swissprot,-,340,8.3e-08,36.7,1.8,2,2,1e-06,0.00026,25.2,0.3,195,234,186,225,183,232,0.94,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=hisA PE=3 SV=1,A0B7W4
46,sp|Q07152|IMDH_DROME,-,537,MSA_C_1_denoised1_swissprot,-,340,8.6e-08,36.6,0.4,1,2,0.016,4.2,11.3,0.0,2,38,80,116,79,134,0.85,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1,Q07152
47,sp|Q07152|IMDH_DROME,-,537,MSA_C_1_denoised1_swissprot,-,340,8.6e-08,36.6,0.4,2,2,4.1e-06,0.0011,23.2,0.2,194,242,369,417,356,431,0.84,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1,Q07152
48,sp|Q9UY49|IMDH_PYRAB,-,485,MSA_C_1_denoised1_swissprot,-,340,1.2e-07,36.2,4.2,1,2,0.00029,0.076,17.1,0.0,4,53,45,93,43,124,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1,Q9UY49
49,sp|Q9UY49|IMDH_PYRAB,-,485,MSA_C_1_denoised1_swissprot,-,340,1.2e-07,36.2,4.2,2,2,5.2e-05,0.013,19.5,0.9,186,242,312,368,307,377,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1,Q9UY49
50,sp|A6UWA5|HIS4_META3,-,241,MSA_C_1_denoised1_swissprot,-,340,1.4e-07,35.9,0.3,1,2,0.045,12,9.9,0.0,194,239,66,111,62,130,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=hisA PE=3 SV=1,A6UWA5
51,sp|A6UWA5|HIS4_META3,-,241,MSA_C_1_denoised1_swissprot,-,340,1.4e-07,35.9,0.3,2,2,2e-06,0.00051,24.2,0.1,194,233,184,223,169,227,0.94,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=hisA PE=3 SV=1,A6UWA5
52,sp|P56088|IMDH_HELPY,-,481,MSA_C_1_denoised1_swissprot,-,340,1.8e-07,35.6,9.4,1,2,0.0013,0.35,14.9,0.1,4,75,38,108,35,125,0.85,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1,P56088
53,sp|P56088|IMDH_HELPY,-,481,MSA_C_1_denoised1_swissprot,-,340,1.8e-07,35.6,9.4,2,2,7.8e-07,0.0002,25.5,0.4,186,240,311,365,304,373,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1,P56088
54,sp|Q9ZL14|IMDH_HELPJ,-,481,MSA_C_1_denoised1_swissprot,-,340,1.9e-07,35.5,10.3,1,2,0.00084,0.22,15.6,0.1,3,75,37,108,35,125,0.85,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1,Q9ZL14
55,sp|Q9ZL14|IMDH_HELPJ,-,481,MSA_C_1_denoised1_swissprot,-,340,1.9e-07,35.5,10.3,2,2,7.8e-07,0.0002,25.5,0.4,186,240,311,365,304,373,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1,Q9ZL14
56,sp|A1R562|HIS4_PAEAT,-,247,MSA_C_1_denoised1_swissprot,-,340,2.1e-07,35.3,0.1,1,2,0.00013,0.033,18.3,0.0,192,239,70,117,66,130,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=hisA PE=1 SV=1,A1R562
57,sp|A1R562|HIS4_PAEAT,-,247,MSA_C_1_denoised1_swissprot,-,340,2.1e-07,35.3,0.1,2,2,0.0012,0.31,15.0,0.1,191,233,184,229,160,234,0.83,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=hisA PE=1 SV=1,A1R562
58,sp|F6S675|IMDH1_XENTR,-,512,MSA_C_1_denoised1_swissprot,-,340,2.2e-07,35.3,0.2,1,2,0.0095,2.5,12.1,0.0,3,44,59,100,57,122,0.81,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1,F6S675
59,sp|F6S675|IMDH1_XENTR,-,512,MSA_C_1_denoised1_swissprot,-,340,2.2e-07,35.3,0.2,2,2,2e-05,0.0051,20.9,0.0,195,243,349,397,339,410,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1,F6S675
60,sp|Q7NTY1|GUAC_CHRVO,-,316,MSA_C_1_denoised1_swissprot,-,340,2.2e-07,35.3,1.3,1,1,1.3e-09,3.4e-07,34.6,1.3,132,241,130,238,119,255,0.80,GMP reductase OS=Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757) OX=243365 GN=guaC PE=3 SV=1,Q7NTY1
61,sp|P0ADG7|IMDH_ECOLI,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,1,2,0.0063,1.6,12.7,0.0,2,55,37,89,36,100,0.86,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=guaB PE=1 SV=1,P0ADG7
62,sp|P0ADG7|IMDH_ECOLI,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,2,2,7.1e-06,0.0018,22.4,1.3,196,241,320,371,305,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=guaB PE=1 SV=1,P0ADG7
63,sp|P0ADG8|IMDH_ECO57,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,1,2,0.0063,1.6,12.7,0.0,2,55,37,89,36,100,0.86,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli O157:H7 OX=83334 GN=guaB PE=3 SV=1,P0ADG8
64,sp|P0ADG8|IMDH_ECO57,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,2,2,7.1e-06,0.0018,22.4,1.3,196,241,320,371,305,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli O157:H7 OX=83334 GN=guaB PE=3 SV=1,P0ADG8
65,sp|P0ADG9|IMDH_SHIFL,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,1,2,0.0063,1.6,12.7,0.0,2,55,37,89,36,100,0.86,Inosine-5'-monophosphate dehydrogenase OS=Shigella flexneri OX=623 GN=guaB PE=3 SV=1,P0ADG9
66,sp|P0ADG9|IMDH_SHIFL,-,488,MSA_C_1_denoised1_swissprot,-,340,2.3e-07,35.2,3.7,2,2,7.1e-06,0.0018,22.4,1.3,196,241,320,371,305,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Shigella flexneri OX=623 GN=guaB PE=3 SV=1,P0ADG9
67,sp|P05325|HIS4_METVO,-,242,MSA_C_1_denoised1_swissprot,-,340,2.4e-07,35.2,0.9,1,2,0.0028,0.74,13.8,0.2,193,237,65,109,57,131,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus voltae OX=2188 GN=hisA PE=3 SV=1,P05325
68,sp|P05325|HIS4_METVO,-,242,MSA_C_1_denoised1_swissprot,-,340,2.4e-07,35.2,0.9,2,2,3.5e-05,0.0091,20.1,0.0,194,233,183,222,162,227,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus voltae OX=2188 GN=hisA PE=3 SV=1,P05325
69,sp|P0DB88|IMDH_STRP3,-,493,MSA_C_1_denoised1_swissprot,-,340,2.5e-07,35.1,10.6,1,2,2.5e-06,0.00064,23.9,0.0,3,69,42,107,40,146,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1,P0DB88
70,sp|P0DB88|IMDH_STRP3,-,493,MSA_C_1_denoised1_swissprot,-,340,2.5e-07,35.1,10.6,2,2,0.0023,0.6,14.1,4.0,143,241,279,376,264,389,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1,P0DB88
71,sp|P0DB89|IMDH_STRPQ,-,493,MSA_C_1_denoised1_swissprot,-,340,2.5e-07,35.1,10.6,1,2,2.5e-06,0.00064,23.9,0.0,3,69,42,107,40,146,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1,P0DB89
72,sp|P0DB89|IMDH_STRPQ,-,493,MSA_C_1_denoised1_swissprot,-,340,2.5e-07,35.1,10.6,2,2,0.0023,0.6,14.1,4.0,143,241,279,376,264,389,0.78,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1,P0DB89
73,sp|Q3SWY3|IMDH2_BOVIN,-,514,MSA_C_1_denoised1_swissprot,-,340,2.7e-07,35.0,0.9,1,2,0.1,27,8.7,0.0,3,53,59,108,57,120,0.80,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1,Q3SWY3
74,sp|Q3SWY3|IMDH2_BOVIN,-,514,MSA_C_1_denoised1_swissprot,-,340,2.7e-07,35.0,0.9,2,2,1.4e-06,0.00038,24.7,0.3,189,248,345,404,257,413,0.80,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1,Q3SWY3
