,ids,e_value,hit_start,hit_end,bitscore
68,O50316,0.000543111,276,373,45.5723
69,Q8ERJ2,0.000556913,70,239,45.1871
70,Q9L6B7,0.000589033,274,426,45.5723
71,Q97DK4,0.000642262,70,253,44.8019
72,Q4VRV8,0.000690013,269,423,45.1871
73,Q4ZUM3,0.000693052,226,321,44.8019
74,Q9V0Y6,0.000730404,6,261,44.8019
75,Q883P1,0.000731009,128,321,44.8019
76,A4XKT6,0.000773387,86,271,44.4167
77,Q48JY0,0.000777925,226,321,44.8019
78,Q58923,0.00094549,101,200,43.6463
79,Q4KFI7,0.00104244,226,321,44.4167
80,Q3KFC7,0.00105175,226,321,44.4167
81,A8AXD6,0.00106712,74,240,44.4167
82,P44334,0.00112901,275,423,44.4167
83,Q9ZKZ2,0.00125719,76,273,44.0315
84,Q4ULD7,0.00126246,63,331,44.0315
85,B5XLI1,0.00126379,78,240,44.0315
86,Q8DZL4,0.00128649,78,240,44.0315
87,Q8E578,0.00128649,78,240,44.0315
88,Q9HLK8,0.00131853,253,367,44.4167
89,Q83CY0,0.00134936,73,322,44.0315
90,A9NCV1,0.00134936,73,322,44.0315
91,A9KCF2,0.00134936,73,322,44.0315
92,B6J0A5,0.00134936,73,322,44.0315
93,B6J754,0.00134936,73,322,44.0315
94,Q65I10,0.00157584,183,319,43.6463
95,C4L088,0.00160707,70,239,43.6463
96,Q8PE75,0.00163009,256,363,44.0315
97,Q4V0H2,0.00163009,256,363,44.0315
98,O29309,0.00167939,308,415,44.0315
99,Q9UZS9,0.00168685,59,295,43.6463
100,B0RLM2,0.00168871,256,363,43.6463
101,C0MAM1,0.00174106,74,240,43.6463
102,Q3K110,0.00177232,73,240,43.6463
103,O34787,0.00183096,316,582,44.0315
104,P0DB91,0.00190306,78,240,43.6463
105,Q48TL6,0.00190306,78,240,43.6463
106,Q1JGV8,0.00190306,78,240,43.6463
107,P0DB90,0.00190306,78,240,43.6463
108,Q99ZQ1,0.00198962,78,240,43.2611
109,B1IC44,0.00199462,24,240,43.2611
110,C0MF02,0.00202534,78,240,43.2611
111,Q8G3N6,0.00207054,306,427,43.6463
112,Q8KCW4,0.00209756,276,373,43.6463
113,B9DS39,0.00211745,74,240,43.2611
114,Q5FJB5,0.00213372,80,270,43.2611
115,Q8DPJ7,0.0021417,24,240,43.2611
116,C1C7M7,0.0021417,24,240,43.2611
117,Q04K71,0.0021417,24,240,43.2611
118,B5E4Y3,0.0024473,24,240,43.2611
119,Q814I1,0.00251346,72,254,43.2611
120,Q1J6M7,0.00262126,78,240,42.8759
121,Q1JLQ8,0.00262126,78,240,42.8759
122,Q1JBS5,0.00262126,78,240,42.8759
123,Q8P129,0.00262126,78,240,42.8759
124,Q5XC75,0.00262126,78,240,42.8759
125,Q8CMQ7,0.00281117,29,300,43.2611
126,Q5HRX2,0.00281117,29,300,43.2611
127,Q8CWG1,0.00283912,173,266,42.8759
128,Q8R9R7,0.00299481,137,264,42.8759
129,Q97QG5,0.00328164,24,240,42.8759
130,B9MS26,0.00335325,86,271,42.4907
131,Q8AA13,0.00344782,29,196,42.1055
132,Q13ZM3,0.00349524,245,325,42.8759
133,A9IN89,0.00352824,256,363,42.8759
134,A5FJK8,0.00353315,164,234,42.1055
135,Q6HAI0,0.00364217,71,253,42.4907
136,A0RLN5,0.00365095,72,254,42.4907
137,O59185,0.00373314,9,265,42.4907
138,Q6A912,0.00381087,167,269,42.4907
139,B2USX4,0.00382304,76,273,42.4907
140,A9A5Y7,0.0038466,269,434,42.8759
141,Q5P1A9,0.00407654,280,314,42.4907
142,C5CT60,0.00425339,198,237,42.4907
143,C1CEK5,0.00432238,24,240,42.4907
144,Q49UU8,0.00439574,31,252,42.4907
145,B5Z7L6,0.00440733,76,273,42.4907
146,Q5H6Z4,0.00475753,256,363,42.4907
147,B2SUY3,0.00475753,256,363,42.4907
148,Q2P9K0,0.00475753,256,363,42.4907
149,C1CR55,0.00476608,24,240,42.1055
150,B8ZJR9,0.00476608,24,240,42.1055
151,B2IPN4,0.00493847,24,240,42.1055
152,C1CKY8,0.00498253,24,240,42.1055
153,C3K017,0.00526703,226,321,42.1055
154,Q82ST3,0.0052781,85,315,42.1055
155,Q831S1,0.0054551,27,252,42.1055
156,O58893,0.00562247,60,296,42.1055
157,Q8PR33,0.00577614,256,363,42.1055
158,Q3BZH2,0.00598349,256,363,42.1055
159,Q72WY4,0.00599013,71,253,42.1055
160,Q6G0J2,0.00637242,256,363,42.1055
161,Q0W1L8,0.00659684,94,205,41.3351
162,Q6DAY3,0.00686947,256,363,41.7203
163,Q1CT17,0.00718461,123,239,41.7203
164,Q630E8,0.00781857,71,253,41.7203
165,Q81JJ9,0.00781857,71,253,41.7203
166,O66461,0.00782342,53,268,41.3351
167,Q329P9,0.00802483,256,384,41.7203
168,A1KRQ4,0.00877404,239,314,41.3351
169,C6A3U0,0.00878565,64,297,41.7203
170,C6E6N2,0.0089176,53,269,41.3351
171,Q38YF0,0.00897058,70,238,41.3351
172,A9M3G1,0.00979367,239,314,41.3351
173,P71340,0.00983682,116,209,40.9499
174,P9WND5,0.0102378,272,389,41.3351
175,P9WND4,0.0102378,272,389,41.3351
176,B7VGZ7,0.0106147,36,157,40.9499
177,Q64TN0,0.0107893,139,267,40.9499
178,Q5LCI2,0.0107893,139,267,40.9499
179,Q8A9C3,0.0109833,139,267,40.9499
180,Q9SA34,0.011053,349,394,41.3351
181,Q3MAB0,0.011182,167,329,41.3351
182,Q49XD2,0.0115796,128,238,40.9499
183,Q9HV37,0.0120934,256,363,40.9499
184,B7V1I3,0.0120934,256,363,40.9499
185,Q8CPC9,0.0122392,128,238,40.9499
186,Q5HPK5,0.0122392,128,238,40.9499
187,Q02FQ1,0.0125274,256,363,40.9499
188,A9BJH4,0.0125614,221,275,40.9499
189,Q8U2H9,0.0134549,61,297,40.9499
190,Q6FFS1,0.0136217,256,369,40.9499
191,Q1IF69,0.0139251,256,368,40.9499
192,B5EFU4,0.0142975,221,269,40.5647
193,Q6GC82,0.0143388,29,236,40.9499
194,Q6GJQ7,0.0143388,29,236,40.9499
195,P99106,0.0143388,29,236,40.9499
196,P65169,0.0143388,29,236,40.9499
197,Q5HIQ7,0.0143388,29,236,40.9499
198,Q2YVL6,0.0143388,29,236,40.9499
199,Q2G0Y7,0.0143388,29,236,40.9499
200,Q2FJM6,0.0143388,29,236,40.9499
201,B2FIJ0,0.0145092,256,369,40.9499
202,Q04GD9,0.0146801,128,246,40.5647
203,Q4L385,0.0148497,29,300,40.9499
204,Q8H3I4,0.0151225,235,309,40.9499
205,Q8XNZ3,0.0151438,63,205,40.1795
206,Q0TUP9,0.0151438,63,205,40.1795
207,B9DP67,0.0154152,142,238,40.5647
208,Q3Z7F6,0.0155238,308,407,40.9499
209,B1LK44,0.0159474,256,368,40.9499
210,A8GSH4,0.0159694,60,312,40.5647
211,B0BXY6,0.0159694,60,312,40.5647
212,C3PNP9,0.016692,60,328,40.5647
213,P60564,0.0166965,106,238,40.5647
214,Q6G9M1,0.0166965,106,238,40.5647
215,P60563,0.0166965,106,238,40.5647
216,P60562,0.0166965,106,238,40.5647
217,A5ISL9,0.0166965,106,238,40.5647
218,A6U1F7,0.0166965,106,238,40.5647
219,A7X1Z1,0.0166965,106,238,40.5647
220,B4SMK1,0.0167068,256,369,40.5647
221,Q4QJK8,0.0169045,256,360,40.5647
222,B0VND0,0.0171038,256,377,40.5647
223,Q9UY49,0.0173413,33,366,40.9499
224,C4K1D6,0.0174471,60,312,40.5647
225,A6L5H1,0.0179262,164,267,40.1795
226,Q0SWI9,0.0180131,63,205,39.7943
227,A5UBE3,0.0181392,256,360,40.5647
228,Q74J29,0.0184395,1,270,40.1795
229,Q76CZ1,0.0189257,64,297,40.5647
230,P46454,0.0189562,256,348,40.5647
231,Q39UK4,0.0190093,53,277,40.1795
232,Q3YVX0,0.0202244,256,385,40.5647
233,Q83PP7,0.0202244,256,385,40.5647
234,Q0SYD1,0.0202244,256,385,40.5647
235,B6I3I4,0.0202244,256,385,40.5647
236,B7M492,0.0202244,256,385,40.5647
237,B5YWA7,0.0202244,256,385,40.5647
238,Q8XDF7,0.0202244,256,385,40.5647
239,B7L725,0.0202244,256,385,40.5647
240,A7ZTF9,0.0202244,256,385,40.5647
241,Q03AR1,0.0202886,74,242,40.1795
242,A4VUJ2,0.0207469,79,240,40.1795
243,A4W0T4,0.0207469,79,240,40.1795
244,Q6G4R2,0.0207616,256,363,40.5647
245,A8HTC9,0.0210396,258,368,40.1795
246,Q31V17,0.0216993,256,368,40.1795
247,B7ULG1,0.0216993,256,368,40.1795
248,Q8FCB1,0.021891,256,368,40.1795
249,Q0TBK1,0.021891,256,368,40.1795
250,A1AHE2,0.021891,256,368,40.1795
251,B7NPB4,0.021891,256,368,40.1795
252,Q63707,0.0220555,141,389,40.1795
253,Q1R4Z0,0.0220845,256,368,40.1795
254,B7MFG9,0.0220845,256,368,40.1795
255,Q9HZF8,0.022352,237,321,40.1795
256,B7UWL8,0.022352,237,321,40.1795
257,A4VM41,0.022794,215,321,40.1795
258,Q02PL5,0.0233629,237,321,40.1795
259,A6V325,0.0233629,237,321,40.1795
260,Q5LCA7,0.0233707,25,193,39.4091
261,B2U5C2,0.0234872,256,368,40.1795
262,B7NER0,0.0234872,256,368,40.1795
263,P33232,0.0234872,256,368,40.1795
264,B1IZI5,0.0234872,256,368,40.1795
265,A8A670,0.0234872,256,368,40.1795
266,B1X8M0,0.0234872,256,368,40.1795
267,C4ZXJ7,0.0234872,256,368,40.1795
268,A7MPA0,0.0237899,193,312,40.1795
269,A6VCM8,0.0251292,256,363,40.1795
270,A9KKR5,0.0251669,135,265,39.7943
271,Q6GH69,0.0255563,106,238,39.7943
272,A6QGN9,0.0255563,106,238,39.7943
273,Q5HG83,0.0255563,106,238,39.7943
274,Q2YXS9,0.0255563,106,238,39.7943
275,Q2FYU4,0.0255563,106,238,39.7943
276,Q2FH96,0.0255563,106,238,39.7943
277,B3DX48,0.0255792,95,318,40.1795
278,C5D8Q2,0.0257724,83,267,39.7943
279,B3WCK9,0.0257731,74,242,39.7943
280,B0BTC7,0.0260303,256,333,40.1795
281,B3GZA5,0.0264929,256,333,40.1795
282,A3N3E5,0.0264929,256,333,40.1795
283,A2REI5,0.0265915,78,240,39.7943
284,A2SQR0,0.0267058,126,220,39.4091
285,Q84XA3,0.0267368,349,468,40.1795
286,P47996,0.0272281,290,387,40.1795
287,A0QSU4,0.0284308,125,218,39.7943
288,Q185B2,0.0285057,110,205,39.4091
289,Q92HM7,0.0291444,60,328,39.7943
290,B0KIT4,0.0297065,256,368,39.7943
291,Q88DT3,0.0302343,256,368,39.7943
292,A5W9B2,0.0302343,256,368,39.7943
293,Q8NY70,0.0306972,29,236,40.1795
294,Q7UJL3,0.0307028,308,415,40.1795
295,E9PU28,0.0307415,359,412,40.1795
296,P24547,0.0307415,359,412,40.1795
297,P12268,0.0307415,359,412,40.1795
298,P12269,0.0307415,359,412,40.1795
299,Q3SWY3,0.0307415,359,412,40.1795
300,A5UFG9,0.0324411,256,348,39.7943
301,Q2JJF3,0.032728,99,343,39.7943
302,A7GRK9,0.0327365,87,267,39.4091
303,P05414,0.0330207,280,365,39.7943
304,A1K7M2,0.0333233,287,314,39.7943
305,Q0WD32,0.033477,276,408,39.7943
306,Q6HET0,0.033921,8,267,39.4091
307,Q636E2,0.033921,8,267,39.4091
308,B9IVW1,0.033921,8,267,39.4091
309,B7HLL8,0.033921,8,267,39.4091
310,C1EPP8,0.033921,8,267,39.4091
311,Q732I5,0.033921,8,267,39.4091
312,B7JJX1,0.033921,8,267,39.4091
313,Q81WF4,0.033921,8,267,39.4091
314,C3L742,0.033921,8,267,39.4091
315,C3P654,0.033921,8,267,39.4091
316,B1J244,0.034201,256,366,39.7943
317,B0V6L1,0.0345995,256,369,39.7943
318,A3M0X0,0.0345995,256,369,39.7943
319,B2I061,0.0345995,256,369,39.7943
320,B7IBS4,0.0345995,256,369,39.7943
321,B7H2H0,0.0345995,256,369,39.7943
322,Q9HQU4,0.0346778,39,443,39.7943
323,Q819S5,0.0348373,8,267,39.4091
324,B7IUP4,0.0348373,8,267,39.4091
325,Q58070,0.0348928,159,269,39.4091
326,O27281,0.0352539,12,268,39.4091
327,A6TVS0,0.0364383,220,278,39.4091
328,B7H6M0,0.0380739,8,267,39.4091
329,Q5WH87,0.0383142,59,209,38.6387
330,Q9LRR9,0.0389229,234,365,39.4091
331,Q21JW9,0.0398465,241,321,39.4091
332,A4XWQ0,0.0399206,90,321,39.4091
333,Q07152,0.0401932,378,431,39.7943
334,P65171,0.0422628,125,218,39.4091
335,P9WKI5,0.0422628,125,218,39.4091
336,P9WKI4,0.0422628,125,218,39.4091
337,Q9K9W1,0.0423251,174,267,39.0239
338,B0BSI0,0.0431903,116,209,38.6387
339,B0UXP9,0.0435987,359,412,39.4091
340,Q8R7I7,0.0453849,67,217,38.6387
341,Q8YNH4,0.0459852,210,329,39.4091
342,Q21U05,0.047104,198,237,39.0239
343,Q978V5,0.0489874,100,203,38.6387
344,B6YST3,0.0490185,64,297,39.0239
345,A1TZG0,0.0493566,230,332,39.0239
346,A1TNF7,0.0501171,198,237,39.0239
347,B1JPU0,0.0503795,256,363,39.0239
348,Q66C32,0.0503795,256,363,39.0239
349,A4TKI4,0.0503795,256,363,39.0239
350,Q1CGZ1,0.0503795,256,363,39.0239
351,A9R623,0.0503795,256,363,39.0239
352,Q8ZFV8,0.0503795,256,363,39.0239
353,B2JZQ1,0.0503795,256,363,39.0239
354,Q1C9P0,0.0503795,256,363,39.0239
355,A7FJF0,0.0503795,256,363,39.0239
356,B7N251,0.0509216,256,368,39.0239
357,Q03HA9,0.05134,180,270,39.0239
358,A7Z3F8,0.0516116,108,207,38.6387
359,A7IMB0,0.0545588,256,369,39.0239
360,A1WB23,0.0552456,126,237,39.0239
361,B9ME75,0.0552456,126,237,39.0239
362,Q9K1D7,0.0568345,239,314,39.0239
363,A5CZ74,0.057046,51,177,38.6387
364,B7GFA1,0.0581933,88,267,38.6387
365,B1XWM8,0.059829,198,237,38.6387
366,Q8F4Q4,0.0599869,285,409,39.0239
367,P00175,0.0628837,415,516,39.0239
368,Q64TA1,0.0641973,25,193,38.2535
369,A3KMW7,0.0650561,86,254,39.0239
370,Q4L646,0.0683272,142,238,38.6387
371,F7CYY5,0.069302,360,413,39.0239
372,A9BNR6,0.0707903,198,237,38.6387
373,A0RHQ6,0.0708871,8,267,38.6387
374,O35435,0.0710244,141,389,38.6387
375,Q10CE4,0.0729768,229,343,38.6387
376,B8AKX6,0.0729768,229,343,38.6387
377,A7Z4H4,0.0731285,70,265,38.6387
378,Q7FAS1,0.0734092,281,343,38.6387
379,B8AUI3,0.0734092,281,343,38.6387
380,A9VTC4,0.0754306,8,267,38.2535
381,Q12658,0.0762902,366,411,38.6387
382,Q9HLB6,0.0766259,8,208,37.8683
383,A0KKK9,0.076907,123,322,38.6387
384,B2UNA2,0.077154,266,326,38.6387
385,Q12CT8,0.0830185,13,237,38.2535
386,Q01YA2,0.0882679,220,268,38.2535
387,Q7VPI9,0.0900408,256,366,38.2535
388,Q8NKN9,0.0936542,106,204,37.8683
389,Q54QQ0,0.0940638,362,415,38.6387
390,Q5AV07,0.0946672,672,855,38.6387
391,B0TGQ8,0.0958499,53,279,38.2535
392,A0M4D0,0.0991953,142,321,38.2535
393,B4SCG2,0.104711,51,314,38.2535
394,Q8R806,0.105154,85,204,37.4831
395,Q480K7,0.107599,228,322,37.8683
396,A8LY18,0.109903,160,321,37.8683
397,B8B8K5,0.114865,235,306,37.8683
398,Q2Y5Q6,0.124351,86,232,37.4831
399,A1W7S6,0.130469,211,333,37.8683
400,A1WTJ3,0.130869,111,320,37.8683
401,B2G5A3,0.13279,182,287,37.4831
402,A5VHS3,0.13279,182,287,37.4831
403,Q5WFJ4,0.133969,173,267,37.4831
404,A4X5V3,0.135771,141,288,37.4831
405,P60565,0.136326,76,247,37.8683
406,Q5N019,0.136907,255,309,37.8683
407,Q8RBJ3,0.137318,127,234,37.4831
408,P09437,0.137699,423,511,37.8683
409,A4SME2,0.137794,123,322,37.8683
410,A4IN28,0.139799,81,197,37.0979
411,Q9GZH3,0.14337,377,414,37.8683
412,B6EJ93,0.144005,36,157,37.4831
413,B5FDA4,0.144005,36,157,37.4831
414,Q7VKN0,0.148212,117,209,37.0979
415,Q46GY9,0.148737,37,141,37.4831
416,Q9JX66,0.148934,88,314,37.4831
417,Q0AIB4,0.150718,89,315,37.4831
418,A6VW35,0.151705,237,337,37.4831
419,B1XV77,0.156646,236,322,37.4831
420,A4X619,0.157852,160,321,37.4831
421,A7GN36,0.162136,183,284,37.4831
422,Q3IUB0,0.164363,204,333,37.4831
423,Q8EWM9,0.164505,60,213,37.0979
424,Q6YT73,0.165475,281,343,37.4831
425,B8B7C5,0.165475,281,343,37.4831
426,Q9KGN6,0.166436,107,275,37.4831
427,B3GZ03,0.172865,116,209,37.0979
428,A3N350,0.172865,116,209,37.0979
429,Q4QEB3,0.173688,271,392,37.4831
430,A7IAG4,0.181348,51,319,37.4831
431,A0Q2A0,0.187514,91,193,36.7127
432,Q045S8,0.192426,76,247,37.0979
433,B9M211,0.196624,221,269,37.0979
434,A1VMA8,0.19755,126,237,37.0979
435,Q8YBP2,0.197822,115,231,37.4831
436,Q8FWN5,0.198644,122,238,37.4831
437,A9B5I3,0.20043,35,111,36.7127
438,Q5KP44,0.209709,314,410,37.4831
439,Q8RG85,0.210621,210,268,37.0979
440,A5UEU6,0.213569,134,247,36.7127
441,P45293,0.213662,193,235,37.0979
442,A5UBN2,0.213662,193,235,37.0979
443,Q4QJU5,0.213662,193,235,37.0979
444,Q65L94,0.214078,108,207,36.7127
445,Q9LRS0,0.214875,209,342,37.0979
446,P25996,0.215671,82,275,37.0979
447,Q609J2,0.217616,232,323,37.0979
448,F2MMN9,0.218035,179,270,37.0979
449,P0DH74,0.219975,179,270,37.0979
450,A8M9N4,0.224488,21,190,36.3275
451,O31618,0.22669,110,209,36.7127
452,B9DPN4,0.232703,140,266,36.7127
453,Q47XB3,0.243001,36,157,36.7127
454,Q5F605,0.244199,228,314,37.0979
455,Q03GJ0,0.24424,128,252,36.7127
456,Q12TH8,0.245672,174,307,37.0979
457,Q8EUY2,0.24594,176,270,36.7127
458,A4XYG7,0.249009,256,363,37.0979
459,C5BSJ7,0.251605,106,227,36.3275
460,P42851,0.260546,33,126,37.0979
461,F6S675,0.260549,357,410,37.0979
462,A5G5A2,0.261304,131,234,36.3275
463,A3DD04,0.265463,136,208,36.7127
464,A0JNA3,0.267778,359,412,37.0979
465,A9AJX4,0.268687,231,325,36.7127
466,Q92AH5,0.269976,72,266,36.7127
467,A7GH18,0.270954,117,287,36.7127
468,B5YJH1,0.274216,87,267,36.7127
469,Q6GMG5,0.274724,359,412,37.0979
470,D3ZLZ7,0.274875,359,412,37.0979
471,P50096,0.274875,359,412,37.0979
472,Q3B213,0.275068,159,305,36.7127
473,A5G3H0,0.275392,221,269,36.7127
474,A7MX10,0.279506,36,157,36.3275
475,Q9HHE4,0.297329,64,302,36.7127
476,P21795,0.299446,272,344,36.7127
477,Q5RGV1,0.299918,359,412,36.7127
478,Q9YB30,0.303268,58,335,36.7127
479,C3LLI5,0.30569,36,157,36.3275
480,Q9KSW8,0.30569,36,157,36.3275
481,A5F289,0.30569,36,157,36.3275
482,Q5UZH1,0.310382,147,226,36.3275
483,Q0ICA6,0.320096,35,111,36.3275
484,Q3AWY4,0.320737,33,111,36.3275
485,O29742,0.321572,247,296,36.7127
486,Q8D8Q5,0.32839,36,157,36.3275
487,Q54E41,0.339273,260,385,36.7127
488,Q8PW56,0.343816,188,276,36.3275
489,C4XPD6,0.36321,240,269,36.3275
490,A3MUC6,0.367795,107,204,35.9423
491,Q7XPR4,0.37445,235,343,36.3275
492,Q01KC2,0.37445,235,343,36.3275
493,A0AJT8,0.374756,72,266,36.3275
494,Q8TT55,0.386897,185,273,36.3275
495,P43759,0.424739,138,247,35.9423
496,Q49721,0.430988,125,218,36.3275
497,A0AG15,0.436446,41,111,35.9423
498,Q4ZY06,0.437412,256,329,36.3275
499,P54322,0.437931,182,272,35.9423
