,ids,e_value,hit_start,hit_end,bitscore
156,Q9KGN8,8.47563e-19,32,374,91.1677
157,Q9L6B7,1.33433e-18,29,373,90.3973
158,Q3SWY3,1.62456e-18,154,407,90.3973
159,C3K017,1.69129e-18,154,339,88.8565
160,B0KG90,2.50986e-18,89,339,88.4713
161,O67820,2.75613e-18,33,380,89.6269
162,P24547,5.45177e-18,154,407,88.8565
163,Q1ICL4,5.62076e-18,118,339,87.3157
164,O50316,7.38354e-18,28,376,88.4713
165,Q4KFI7,7.56062e-18,154,338,86.9305
166,P12269,9.05539e-18,154,407,88.0861
167,Q5KP44,9.78023e-18,298,419,88.0861
168,E9PU28,1.23886e-17,154,407,87.7009
169,F6S675,1.38945e-17,296,405,87.7009
170,B0UXP9,1.67902e-17,285,407,87.3157
171,B1J5B5,1.72694e-17,104,339,86.1601
172,P21879,1.89532e-17,31,376,86.9305
173,P20839,1.9817e-17,298,407,86.9305
174,A6V325,2.0725e-17,46,339,85.7749
175,A4VM41,2.15452e-17,46,340,85.7749
176,Q3KFC7,2.27573e-17,48,337,85.7749
177,A0JNA3,2.38228e-17,298,407,86.9305
178,P12268,2.40431e-17,285,407,86.9305
179,P46454,2.61446e-17,236,351,85.7749
180,Q4QJK8,2.7932e-17,236,351,85.7749
181,Q6GMG5,2.99901e-17,298,407,86.5453
182,A5UFG9,3.04103e-17,236,351,85.7749
183,D3ZLZ7,3.05412e-17,298,407,86.5453
184,P50096,3.05412e-17,298,407,86.5453
185,Q07152,3.06886e-17,309,426,86.5453
186,Q88L40,3.09241e-17,89,339,85.3897
187,Q4VRV8,3.23962e-17,38,423,86.5453
188,A5UBE3,3.24884e-17,236,351,85.7749
189,F7CYY5,3.99713e-17,282,408,86.1601
190,O58045,4.87393e-17,36,372,85.7749
191,Q5RGV1,6.19859e-17,298,407,85.3897
192,Q12658,7.28542e-17,292,412,85.3897
193,Q02PL5,7.80769e-17,46,339,84.2341
194,Q8KCW4,1.1634e-16,275,415,84.6193
195,Q9HZF8,1.1756e-16,46,339,83.4637
196,B7UWL8,1.1756e-16,46,339,83.4637
197,P42851,1.30219e-16,36,372,84.6193
198,Q9HLK8,1.31422e-16,32,409,84.6193
199,Q8FWN5,1.74185e-16,121,242,84.2341
200,Q8YBP2,1.76405e-16,114,235,84.2341
201,Q9UY49,1.83021e-16,36,372,84.2341
202,Q9ZL14,2.02011e-16,27,368,83.8489
203,P44334,2.06105e-16,30,374,83.8489
204,A4XWQ0,2.42052e-16,154,339,82.6933
205,Q6FFS1,4.01098e-16,236,349,82.3081
206,A9IN89,4.89567e-16,245,353,82.3081
207,Q6DAY3,5.43209e-16,245,342,81.9229
208,B0BTC7,6.10423e-16,236,349,81.9229
209,B3GZA5,7.22422e-16,236,349,81.5377
210,A3N3E5,7.22422e-16,236,349,81.5377
211,Q7NTY1,7.53893e-16,126,262,80.7673
212,Q480K7,8.22916e-16,46,336,81.1525
213,P56088,9.71392e-16,27,368,81.9229
214,Q0WD32,1.42388e-15,31,390,81.5377
215,Q6G0J2,1.4751e-15,245,353,80.7673
216,A1TZG0,1.88858e-15,48,340,79.9969
217,Q8PE75,2.16205e-15,236,342,80.3821
218,Q4V0H2,2.16205e-15,236,342,80.3821
219,O00086,2.56145e-15,287,451,80.7673
220,Q59Q46,2.56145e-15,287,451,80.7673
221,Q6G4R2,2.60522e-15,245,353,79.9969
222,B0RLM2,2.62902e-15,236,342,79.9969
223,B0VND0,2.96812e-15,236,349,79.9969
224,Q8CMQ7,3.16365e-15,31,374,80.3821
225,Q5HRX2,3.16365e-15,31,374,80.3821
226,Q3BZH2,3.17517e-15,236,342,79.9969
227,Q8F4Q4,3.19219e-15,47,400,80.3821
228,Q8PR33,3.20483e-15,236,342,79.6117
229,B0V6L1,3.31902e-15,236,349,79.6117
230,A3M0X0,3.31902e-15,236,349,79.6117
231,B2I061,3.31902e-15,236,349,79.6117
232,B7IBS4,3.31902e-15,236,349,79.6117
233,B7H2H0,3.31902e-15,236,349,79.6117
234,B0KIT4,3.46652e-15,236,349,79.6117
235,Q5H6Z4,3.54997e-15,236,342,79.6117
236,B2SUY3,3.54997e-15,236,342,79.6117
237,Q2P9K0,3.54997e-15,236,342,79.6117
238,B2FIJ0,3.9366e-15,236,353,79.6117
239,O05269,4.11269e-15,61,264,78.8413
240,A6VW35,4.46754e-15,41,337,78.8413
241,Q49UU8,5.22873e-15,31,403,79.6117
242,Q4L385,5.22873e-15,31,374,79.6117
243,O87392,5.5348e-15,239,342,79.2265
244,B1LK44,5.69068e-15,236,342,79.2265
245,Q6GC82,5.78112e-15,31,374,79.6117
246,Q6GJQ7,5.78112e-15,31,374,79.6117
247,P99106,5.78112e-15,31,374,79.6117
248,P65169,5.78112e-15,31,374,79.6117
249,Q5HIQ7,5.78112e-15,31,374,79.6117
250,Q2YVL6,5.78112e-15,31,374,79.6117
251,Q2G0Y7,5.78112e-15,31,374,79.6117
252,Q2FJM6,5.78112e-15,31,374,79.6117
253,Q1IF69,5.78367e-15,236,345,78.8413
254,B4SMK1,6.09739e-15,236,353,78.8413
255,Q9HV37,6.40658e-15,236,349,78.8413
256,B7V1I3,6.40658e-15,236,349,78.8413
257,Q02FQ1,7.57338e-15,236,349,78.4561
258,Q7VPI9,7.57338e-15,236,351,78.4561
259,A0KKK9,8.00652e-15,43,336,78.0709
260,A6VCM8,8.5457e-15,236,349,78.4561
261,Q88DT3,8.62546e-15,236,349,78.4561
262,A5W9B2,8.62546e-15,236,349,78.4561
263,B0T7X2,9.23524e-15,245,349,78.4561
264,Q3YVX0,9.64695e-15,236,342,78.4561
265,Q83PP7,9.64695e-15,236,342,78.4561
266,Q0SYD1,9.64695e-15,236,342,78.4561
267,Q31V17,9.64695e-15,236,342,78.4561
268,B6I3I4,9.64695e-15,236,342,78.4561
269,B7M492,9.64695e-15,236,342,78.4561
270,B5YWA7,9.64695e-15,236,342,78.4561
271,Q8XDF7,9.64695e-15,236,342,78.4561
272,B7L725,9.64695e-15,236,342,78.4561
273,B7ULG1,9.64695e-15,236,342,78.4561
274,A7ZTF9,9.64695e-15,236,342,78.4561
275,Q8FCB1,1.01976e-14,236,342,78.4561
276,Q0TBK1,1.01976e-14,236,342,78.4561
277,B7NPB4,1.01976e-14,236,342,78.4561
278,Q1R4Z0,1.05821e-14,236,342,78.4561
279,B7MFG9,1.05821e-14,236,342,78.4561
280,Q329P9,1.06804e-14,236,342,78.4561
281,B2U5C2,1.13948e-14,236,342,78.0709
282,B7NER0,1.13948e-14,236,342,78.0709
283,P33232,1.13948e-14,236,342,78.0709
284,B1IZI5,1.13948e-14,236,342,78.0709
285,A8A670,1.13948e-14,236,342,78.0709
286,B1X8M0,1.13948e-14,236,342,78.0709
287,C4ZXJ7,1.13948e-14,236,342,78.0709
288,B9KBQ2,1.17271e-14,158,503,78.8413
289,A7MNF6,1.3675e-14,236,342,78.0709
290,A4W540,1.38934e-14,236,342,78.0709
291,Q9GZH3,1.41248e-14,296,419,78.4561
292,Q8NY70,1.43926e-14,31,374,78.4561
293,O14344,1.47951e-14,290,411,78.4561
294,A4SME2,1.59002e-14,43,336,77.3005
295,B5XMV0,1.63238e-14,236,380,77.6857
296,A1AHE2,1.71138e-14,236,342,77.6857
297,A6TFK0,1.87513e-14,236,340,77.6857
298,B1L993,1.9699e-14,157,418,78.0709
299,Q9WYM8,1.9699e-14,157,418,78.0709
300,Q02Z38,2.48644e-14,43,251,76.5301
301,Q38YF0,2.49171e-14,22,263,76.5301
302,Q9SA34,2.51575e-14,288,395,77.6857
303,A7IMB0,2.58137e-14,236,382,76.9153
304,Q8Z2E5,2.69049e-14,167,335,76.9153
305,A8ARJ1,2.84364e-14,236,342,76.9153
306,Q6WB83,2.92721e-14,236,341,76.9153
307,A9MLC3,3.00548e-14,167,335,76.9153
308,B1JPU0,3.10114e-14,245,342,76.9153
309,Q66C32,3.10114e-14,245,342,76.9153
310,A4TKI4,3.10114e-14,245,342,76.9153
311,Q1CGZ1,3.10114e-14,245,342,76.9153
312,A9R623,3.10114e-14,245,342,76.9153
313,Q8ZFV8,3.10114e-14,245,342,76.9153
314,B2JZQ1,3.10114e-14,245,342,76.9153
315,Q1C9P0,3.10114e-14,245,342,76.9153
316,A7FJF0,3.10114e-14,245,342,76.9153
317,Q57ID8,3.11844e-14,167,335,76.9153
318,A2RL29,3.17416e-14,43,251,76.1449
319,A7Z8C3,3.27113e-14,95,264,76.1449
320,A9MVJ5,3.35723e-14,167,335,76.9153
321,B5RGI4,3.35723e-14,167,335,76.9153
322,B5R5C7,3.35723e-14,167,335,76.9153
323,B4TZU7,3.64773e-14,236,335,76.5301
324,B4SXA4,3.64773e-14,236,335,76.5301
325,B1J244,3.66321e-14,236,349,76.5301
326,Q8ZL61,3.68152e-14,236,335,76.5301
327,B5FLH2,3.68152e-14,236,335,76.5301
328,B5EXA8,3.68152e-14,236,335,76.5301
329,B5BHX7,3.75003e-14,236,335,76.5301
330,Q5PLQ7,3.75003e-14,236,335,76.5301
331,B4T986,3.75003e-14,236,335,76.5301
332,A4XYG7,3.97319e-14,236,335,76.5301
333,B7N251,4.38618e-14,236,342,76.5301
334,B7LTL2,4.67843e-14,236,335,76.5301
335,B9ME75,5.91363e-14,20,262,75.3745
336,Q9CGF1,5.95054e-14,134,251,75.3745
337,Q97DK4,6.01685e-14,98,264,75.3745
338,C0Q1T7,6.63878e-14,236,335,75.7597
339,A1WB23,6.74355e-14,39,262,75.3745
340,Q54QQ0,8.32249e-14,286,410,76.1449
341,A1SX25,8.99004e-14,42,336,74.9893
342,C3LWP7,8.99572e-14,236,350,75.3745
343,Q9KKW6,8.99572e-14,236,350,75.3745
344,P47996,9.07388e-14,275,393,75.7597
345,P50094,1.05086e-13,290,410,75.7597
346,Q7SFX7,1.11108e-13,155,413,75.7597
347,Q1RDR9,1.3556e-13,75,336,74.6041
348,Q8FJ91,1.3556e-13,75,336,74.6041
349,Q0TJB6,1.3556e-13,75,336,74.6041
350,A1A9L5,1.3556e-13,75,336,74.6041
351,B7MS56,1.3556e-13,75,336,74.6041
352,B7MHP7,1.3556e-13,75,336,74.6041
353,B7UN24,1.3556e-13,75,336,74.6041
354,A1TNF7,1.36159e-13,39,262,74.2189
355,P60564,1.45377e-13,39,263,74.2189
356,Q6G9M1,1.45377e-13,39,263,74.2189
357,P60563,1.45377e-13,39,263,74.2189
358,P60562,1.45377e-13,39,263,74.2189
359,A5ISL9,1.45377e-13,39,263,74.2189
360,A6U1F7,1.45377e-13,39,263,74.2189
361,A7X1Z1,1.45377e-13,39,263,74.2189
362,A9BNR6,1.62649e-13,39,240,74.2189
363,P50095,1.74228e-13,289,409,74.9893
364,Q6GH69,1.78595e-13,39,263,74.2189
365,A6QGN9,1.78595e-13,39,263,74.2189
366,Q5HG83,1.78595e-13,39,263,74.2189
367,Q2YXS9,1.78595e-13,39,263,74.2189
368,Q2FYU4,1.78595e-13,39,263,74.2189
369,Q2FH96,1.78595e-13,39,263,74.2189
370,C4L088,1.92054e-13,129,248,73.8337
371,A8HTC9,2.00997e-13,245,342,74.2189
372,Q8ERJ2,2.1284e-13,23,248,73.8337
373,Q814I1,2.14579e-13,96,249,73.8337
374,B4EVC3,2.24255e-13,75,336,73.8337
375,B9DP67,2.45407e-13,39,263,73.4485
376,Q8Z7S9,2.53118e-13,75,336,73.8337
377,B8CPG0,2.61261e-13,48,335,73.8337
378,A8H3X8,2.84073e-13,48,335,73.4485
379,Q1J6M7,3.55633e-13,129,327,73.0633
380,Q1JLQ8,3.55633e-13,129,327,73.0633
381,Q1JBS5,3.55633e-13,129,327,73.0633
382,Q8P129,3.55633e-13,129,327,73.0633
383,Q5XC75,3.55633e-13,129,327,73.0633
384,B5Z7L6,3.6665e-13,127,263,73.0633
385,B5XY59,3.99341e-13,75,336,73.0633
386,Q6HAI0,4.09024e-13,95,264,73.0633
387,A0RLN5,4.1228e-13,96,265,73.0633
388,Q9ZKZ2,4.17809e-13,122,263,73.0633
389,Q1CT17,4.17809e-13,122,263,73.0633
390,Q72WY4,4.20624e-13,96,264,73.0633
391,O25525,4.24564e-13,129,265,73.0633
392,B1LJR7,4.34197e-13,75,336,73.0633
393,B7N3A7,4.34197e-13,75,336,73.0633
394,B7NM29,4.34197e-13,75,336,73.0633
395,Q65LF6,4.41288e-13,61,264,73.0633
396,B2VC84,4.72086e-13,75,336,73.0633
397,B2USX4,4.98801e-13,122,263,72.6781
398,Q12CT8,5.08189e-13,30,262,72.6781
399,Q4QEB3,5.29441e-13,286,429,73.4485
400,A8GIL1,5.95045e-13,245,330,73.0633
401,Q7UJL3,6.27939e-13,307,417,73.4485
402,Q3Z3H6,6.41461e-13,75,336,72.6781
403,Q31YK8,6.41461e-13,75,336,72.6781
404,B2TUD4,6.41461e-13,75,336,72.6781
405,B6I919,6.41461e-13,75,336,72.6781
406,P0A7E1,6.41461e-13,75,336,72.6781
407,B1IVY7,6.41461e-13,75,336,72.6781
408,A7ZYP7,6.41461e-13,75,336,72.6781
409,B1X8P9,6.41461e-13,75,336,72.6781
410,C4ZQ71,6.41461e-13,75,336,72.6781
411,B7M874,6.41461e-13,75,336,72.6781
412,B5YT76,6.41461e-13,75,336,72.6781
413,P0A7E2,6.41461e-13,75,336,72.6781
414,B7LE45,6.41461e-13,75,336,72.6781
415,A7ZK49,6.41461e-13,75,336,72.6781
416,A6T739,6.53486e-13,75,336,72.2929
417,A8AID4,6.65735e-13,75,336,72.2929
418,P38697,6.7053e-13,289,409,73.4485
419,P25468,6.78214e-13,75,336,72.2929
420,B4TRW8,6.78214e-13,75,336,72.2929
421,B5BBM2,6.78214e-13,75,336,72.2929
422,C0PVS5,6.78214e-13,75,336,72.2929
423,A9N6Y4,6.78214e-13,75,336,72.2929
424,Q5PGE0,6.78214e-13,75,336,72.2929
425,B4T1Y8,6.78214e-13,75,336,72.2929
426,B4TDY5,6.78214e-13,75,336,72.2929
427,B5QZE8,6.78214e-13,75,336,72.2929
428,B5FQY8,6.78214e-13,75,336,72.2929
429,B5F1U2,6.78214e-13,75,336,72.2929
430,Q5WD10,7.01016e-13,96,265,72.2929
431,Q8G3N6,7.18781e-13,305,423,73.4485
432,B7LNV5,7.30503e-13,75,336,72.2929
433,P0DB91,7.35547e-13,73,327,72.2929
434,Q48TL6,7.35547e-13,73,327,72.2929
435,Q1JGV8,7.35547e-13,73,327,72.2929
436,P0DB90,7.35547e-13,73,327,72.2929
437,Q49XD2,7.62247e-13,39,263,72.2929
438,B9DS39,7.77786e-13,73,327,72.2929
439,B5XLI1,7.85058e-13,129,327,72.2929
440,C5CT60,8.24918e-13,93,262,71.9077
441,C0MAM1,8.37891e-13,73,242,71.9077
442,A1W7S6,8.86852e-13,50,351,72.2929
443,B1XV77,9.04107e-13,235,329,72.2929
444,Q83RX6,9.21249e-13,75,336,71.9077
445,Q0T689,9.21249e-13,75,336,71.9077
446,Q32HW1,9.21249e-13,75,336,71.9077
447,Q630E8,9.72346e-13,95,264,71.9077
448,Q81JJ9,9.72346e-13,95,264,71.9077
449,A4W0T4,9.99854e-13,78,242,71.9077
450,Q99ZQ1,1.00919e-12,73,327,71.9077
451,Q4ZY06,1.02266e-12,236,353,72.2929
452,A4VUJ2,1.03774e-12,78,242,71.9077
453,B1IC44,1.24762e-12,71,328,71.5225
454,Q57QU4,1.45099e-12,75,336,71.5225
455,B0TIY0,1.48144e-12,48,335,71.5225
456,Q24JJ8,1.48209e-12,176,342,71.5225
457,B9MIU2,1.51503e-12,50,351,71.5225
458,Q3K110,1.54747e-12,73,242,71.1373
459,A4W8V7,1.56261e-12,43,336,71.5225
460,Q1R0J2,1.73834e-12,236,368,71.5225
461,A2REI5,1.89814e-12,129,327,71.1373
462,B1YH73,2.00314e-12,62,243,70.7521
463,C0MF02,2.14152e-12,73,242,70.7521
464,Q2NU82,2.24213e-12,75,336,70.7521
465,A9MHU3,2.30524e-12,75,336,70.7521
466,Q8DZL4,2.32801e-12,73,242,70.7521
467,Q8E578,2.32801e-12,73,242,70.7521
468,B5R8M3,2.43683e-12,75,336,70.7521
469,B3PIL8,2.49006e-12,42,322,70.7521
470,Q5P1A9,2.74183e-12,221,343,70.7521
471,Q82ST3,2.75629e-12,84,322,70.7521
472,B1HNS5,2.82854e-12,61,242,70.3669
473,Q831S1,3.02953e-12,128,248,70.3669
474,Q8H3I4,3.05562e-12,62,332,70.7521
475,Q0AIB4,3.13655e-12,88,329,70.3669
476,A1RJ06,3.19148e-12,49,335,70.3669
477,A4Y7I2,3.19148e-12,49,335,70.3669
478,E9BDA8,3.28658e-12,286,393,71.1373
479,Q4L646,3.32391e-12,39,263,70.3669
480,Q58070,3.34166e-12,158,270,69.9817
481,A8AXD6,3.34212e-12,73,243,70.3669
482,A1VMA8,3.64682e-12,60,262,69.9817
483,A3QDX8,3.81793e-12,47,335,70.3669
484,Q03GJ0,3.85538e-12,95,249,69.9817
485,B9K115,3.91122e-12,236,368,70.3669
486,B2UNA2,4.02538e-12,50,342,70.3669
487,A1WIJ3,4.1748e-12,30,262,69.9817
488,Q21JW9,4.21008e-12,44,322,69.9817
489,Q045S8,4.3443e-12,23,247,69.9817
490,Q12NG2,4.7907e-12,48,336,69.9817
491,P31002,4.89563e-12,28,374,70.7521
492,A0M4D0,4.91152e-12,82,335,69.9817
493,Q87G18,5.05199e-12,236,342,69.9817
494,C1CR55,5.60149e-12,71,328,69.5965
495,B8ZJR9,6.31719e-12,71,328,69.5965
496,Q7NX17,6.45913e-12,230,344,69.5965
497,Q2Y5H8,7.2538e-12,115,322,69.5965
498,Q5FHY3,7.29079e-12,23,247,69.2113
499,Q9LJH5,7.38823e-12,213,342,69.5965
500,Q84XA3,7.46505e-12,44,417,69.9817
501,Q21U05,7.57939e-12,39,262,69.2113
502,P50098,8.01174e-12,278,401,69.9817
503,C6DFC0,8.1711e-12,43,336,69.2113
504,C1CEK5,8.49165e-12,71,328,69.2113
505,Q88SV5,8.7074e-12,22,243,68.8261
506,Q1WT04,9.37593e-12,22,247,68.8261
507,Q97QG5,1.0897e-11,142,328,68.8261
508,Q04GD9,1.09167e-11,16,246,68.8261
509,C1CKY8,1.21737e-11,142,328,68.4409
510,Q8DPJ7,1.29862e-11,142,328,68.4409
511,C1C7M7,1.29862e-11,142,328,68.4409
512,Q04K71,1.29862e-11,142,328,68.4409
513,Q13ZM3,1.34044e-11,244,339,68.4409
514,B5E4Y3,1.42417e-11,142,328,68.4409
515,Q03AR1,1.46054e-11,25,244,68.4409
516,A7MEW0,1.48718e-11,77,336,68.4409
517,A1WJ81,1.58428e-11,50,359,68.4409
518,B3WCK9,1.6165e-11,25,244,68.0557
519,B2IPN4,1.62052e-11,142,328,68.0557
520,A9A5Y7,1.79977e-11,254,442,68.8261
521,C3K053,2.06739e-11,236,341,68.4409
522,B8E984,2.22944e-11,47,335,68.0557
523,Q6FCL9,2.39166e-11,31,334,67.6705
524,A9L4D0,2.44398e-11,47,335,67.6705
525,Q7VTR9,2.47295e-11,238,347,67.6705
526,Q7W4W6,2.58888e-11,238,347,67.6705
527,Q0HVV6,2.63034e-11,104,335,67.6705
528,Q0HJL0,2.63034e-11,104,335,67.6705
529,Q7WGE4,2.76034e-11,238,347,67.6705
530,Q129L9,2.77545e-11,132,346,67.6705
531,C5BD71,2.77979e-11,75,336,67.6705
532,B1XWM8,2.89161e-11,48,262,67.2853
533,Q58746,3.24848e-11,304,415,68.0557
534,A1WTJ3,3.49365e-11,201,342,67.2853
535,A0KW50,3.62718e-11,104,335,67.2853
536,O49506,4.25536e-11,215,350,67.2853
537,W7NCP1,4.32134e-11,138,332,67.2853
538,Q8CPC9,4.33696e-11,39,263,66.9001
539,Q5HPK5,4.33696e-11,39,263,66.9001
540,Q6D456,4.4002e-11,43,336,66.9001
541,A1S5Z4,5.04655e-11,48,338,66.9001
542,Q3IGZ1,5.09624e-11,117,336,66.9001
543,P60565,5.14254e-11,23,247,66.9001
544,Q6LRA2,5.14323e-11,75,335,66.9001
545,Q8EDZ8,5.38108e-11,104,335,66.9001
546,A7N0L2,5.48441e-11,43,336,66.5149
547,Q87PB7,5.74186e-11,43,336,66.5149
